Susceptible;Exposed;Infected;Recovered
19980;0;20;0
19969;4;22;5
19958;6;30;6
19930;12;47;11
19904;15;62;19
19869;21;83;27
19801;23;140;36
19673;28;242;57
19490;19;389;102
19208;26;592;174
18758;23;946;273
18062;33;1455;450
17052;36;2236;676
15560;44;3327;1069
13611;44;4706;1639
11322;48;6176;2454
8883;42;7468;3607
6600;40;8471;4889
4771;35;8936;6258
3374;31;8955;7640
2404;29;8639;8928
1717;30;8088;10165
1309;27;7299;11365
1061;25;6486;12428
835;26;5868;13271
745;26;5194;14035
679;25;4628;14668
616;29;4098;15257
586;36;3617;15761
554;34;3219;16193
556;37;2846;16561
568;33;2520;16879
577;32;2236;17155
586;26;1971;17417
635;24;1740;17601
661;23;1546;17770
673;21;1370;17936
712;20;1195;18073
749;19;1040;18192
797;20;918;18265
851;13;829;18307
891;11;741;18357
928;11;644;18417
987;13;562;18438
1022;13;491;18474
1078;11;442;18469
1132;10;398;18460
1197;8;360;18435
1249;8;321;18422
1303;7;279;18411
1359;9;243;18389
1403;7;228;18362
1446;6;205;18343
1503;4;193;18300
1565;3;165;18267
1614;6;164;18216
1679;6;153;18162
1741;5;140;18114
1785;6;124;18085
1838;4;114;18044
1884;2;101;18013
1942;2;93;17963
2001;0;87;17912
2059;0;82;17859
2091;0;76;17833
2140;0;65;17795
2199;0;59;17742
2249;0;56;17695
2297;0;50;17653
2359;1;41;17599
2414;2;40;17544
2462;1;40;17497
2515;1;37;17447
2571;0;42;17387
2642;0;36;17322
2692;2;30;17276
2756;2;26;17216
2805;2;25;17168
2850;2;26;17122
2898;2;24;17076
2963;2;23;17012
3012;2;22;16964
3066;1;22;16911
3124;0;19;16857
3165;0;19;16816
3223;0;17;16760
3271;0;11;16718
3324;0;8;16668
3364;0;8;16628
3409;0;9;16582
3441;0;14;16545
3487;0;18;16495
3531;0;19;16450
3574;0;18;16408
3612;0;17;16371
3664;0;16;16320
3713;0;15;16272
3756;0;16;16228
3819;0;17;16164
3856;0;15;16129
3906;0;14;16080
3938;0;14;16048
3977;0;15;16008
4026;0;14;15960
4069;0;18;15913
4119;0;17;15864
4167;0;19;15814
4204;0;17;15779
4251;0;19;15730
4279;0;20;15701
4327;0;19;15654
4380;0;18;15602
4429;0;17;15554
4468;2;17;15513
4515;2;14;15469
4562;2;17;15419
4605;2;14;15379
4647;1;19;15333
4692;0;18;15290
4736;0;19;15245
4789;0;18;15193
4829;0;22;15149
4871;0;22;15107
4904;0;19;15077
4951;0;18;15031
4999;0;13;14988
5038;0;13;14949
5077;0;14;14909
5121;0;15;14864
5164;0;15;14821
5206;0;15;14779
5244;1;20;14735
5281;1;18;14700
5321;2;15;14662
5352;2;16;14630
5388;2;20;14590
5440;2;17;14541
5475;1;20;14504
5504;1;21;14474
5532;0;24;14444
5580;0;30;14390
5614;0;38;14348
5635;0;42;14323
5681;0;39;14280
5699;0;51;14250
5724;0;56;14220
5741;0;60;14199
5772;0;61;14167
5801;0;61;14138
5837;1;57;14105
5872;1;57;14070
5901;0;58;14041
5928;0;69;14003
5947;0;67;13986
5979;0;67;13954
6007;0;76;13917
6055;0;73;13872
6081;0;91;13828
6110;0;96;13794
6128;0;108;13764
6140;0;115;13745
6147;0;126;13727
6152;1;134;13713
6151;1;147;13701
6146;0;172;13682
6154;0;173;13673
6147;1;197;13655
6155;1;198;13646
6149;2;204;13645
6132;1;218;13649
6118;1;248;13633
6091;1;265;13643
6076;2;273;13649
6042;5;303;13650
6009;6;326;13659
5982;5;345;13668
5935;4;371;13690
5900;2;397;13701
5848;2;428;13722
5784;2;446;13768
5723;3;476;13798
5646;5;525;13824
5567;6;552;13875
5493;6;584;13917
5420;3;611;13966
5353;4;625;14018
5282;4;646;14068
5207;7;662;14124
5137;9;657;14197
5054;7;715;14224
4960;6;745;14289
4870;6;755;14369
4780;5;772;14443
4691;11;774;14524
4617;11;788;14584
4536;7;825;14632
4469;11;803;14717
4395;5;822;14778
4356;7;809;14828
4274;9;839;14878
4169;12;870;14949
4071;11;901;15017
3998;14;870;15118
3929;14;864;15193
3863;15;851;15271
3794;18;863;15325
3747;17;828;15408
3666;20;856;15458
3613;17;837;15533
3562;14;799;15625
3509;9;793;15689
3464;12;784;15740
3425;14;765;15796
3388;12;753;15847
3364;10;740;15886
3362;8;719;15911
3347;10;690;15953
3340;9;661;15990
3333;8;659;16000
3329;6;626;16039
3327;10;602;16061
3313;13;597;16077
3327;13;570;16090
3324;12;556;16108
3320;9;541;16130
3355;11;509;16125
3369;13;487;16131
3368;11;481;16140
3359;12;504;16125
3350;10;507;16133
3353;6;489;16152
3388;10;442;16160
3414;6;440;16140
3438;6;446;16110
3448;4;455;16093
3485;5;446;16064
3520;9;433;16038
3548;7;405;16040
3595;11;378;16016
3609;14;374;16003
3647;12;379;15962
3644;8;400;15948
3660;8;391;15941
3694;10;374;15922
3730;10;375;15885
3758;6;373;15863
3778;7;379;15836
3810;5;369;15816
3825;7;370;15798
3857;9;355;15779
3884;8;342;15766
3927;9;340;15724
3947;7;362;15684
3994;8;354;15644
4008;6;366;15620
4044;6;371;15579
4077;5;370;15548
4115;7;357;15521
4132;7;354;15507
4158;6;376;15460
4169;6;387;15438
4210;8;365;15417
4230;6;367;15397
4245;9;365;15381
4283;8;381;15328
4314;4;383;15299
4341;7;382;15270
4349;3;388;15260
4382;3;382;15233
4393;4;394;15209
4416;5;380;15199
4439;6;378;15177
4479;6;364;15151
4485;5;394;15116
4505;4;392;15099
4521;5;416;15058
4511;3;432;15054
4516;6;448;15030
4534;7;442;15017
4535;8;446;15011
4565;11;444;14980
4592;6;431;14971
4583;10;432;14975
4582;8;438;14972
4589;5;450;14956
4596;7;462;14935
4623;4;459;14914
4642;6;455;14897
4617;11;467;14905
4631;11;460;14898
4639;14;484;14863
4647;11;481;14861
4654;9;511;14826
4652;9;506;14833
4646;7;529;14818
4648;12;543;14797
4626;11;568;14795
4624;14;568;14794
4625;13;575;14787
4622;12;567;14799
4586;18;583;14813
4590;22;589;14799
4537;19;623;14821
4526;18;617;14839
4496;16;637;14851
4482;18;636;14864
4479;17;646;14858
4429;18;683;14870
4416;17;688;14879
4372;15;700;14913
4366;15;681;14938
4329;18;708;14945
4294;18;727;14961
4248;17;744;14991
4222;17;738;15023
4177;17;755;15051
4168;15;740;15077
4147;15;761;15077
4123;21;745;15111
4103;22;757;15118
4083;22;781;15114
4038;24;794;15144
3988;18;825;15169
3959;16;848;15177
3922;15;851;15212
3901;15;848;15236
3863;20;818;15299
3848;16;803;15333
3825;18;778;15379
3824;20;776;15380
3788;20;781;15411
3785;16;753;15446
3767;13;767;15453
3763;18;737;15482
3752;10;735;15503
3774;14;701;15511
3803;16;692;15489
3817;20;685;15478
3818;19;672;15491
3817;17;655;15511
3831;16;657;15496
3826;11;644;15519
3814;11;642;15533
3832;10;629;15529
3841;9;636;15514
3836;11;643;15510
3829;8;659;15504
3812;9;679;15500
3818;9;663;15510
3813;8;641;15538
3788;9;634;15569
3801;8;610;15581
3821;7;624;15548
3814;10;618;15558
3843;17;609;15531
3853;16;629;15502
3880;14;617;15489
3865;15;603;15517
3868;16;578;15538
3875;14;567;15544
3890;13;579;15518
3903;13;589;15495
3934;12;592;15462
3959;12;601;15428
3968;9;599;15424
3976;9;594;15421
3995;11;579;15415
4007;8;600;15385
4000;9;607;15384
4030;9;593;15368
4044;16;601;15339
4040;14;620;15326
4040;15;650;15295
4028;15;649;15308
4018;17;659;15306
4013;12;656;15319
4005;13;649;15333
3996;16;648;15340
3995;16;645;15344
3998;12;642;15348
3995;14;653;15338
3975;17;656;15352
3972;18;643;15367
3992;18;626;15364
3967;16;636;15381
3993;12;630;15365
3980;15;638;15367
3982;11;620;15387
3981;16;613;15390
3993;21;586;15400
4003;19;579;15399
4007;13;607;15373
4016;12;617;15355
4027;18;608;15347
4015;18;624;15343
4029;16;621;15334
4048;13;616;15323
4062;11;617;15310
4069;8;614;15309
4048;5;611;15336
4057;10;602;15331
4059;10;588;15343
4060;13;591;15336
4093;19;582;15306
4119;21;555;15305
4135;15;552;15298
4143;15;568;15274
4150;12;563;15275
4145;11;559;15285
4141;9;551;15299
4146;8;557;15289
4141;9;538;15312
4126;8;538;15328
4120;8;552;15320
4110;11;567;15312
4140;9;546;15305
4151;8;554;15287
4158;12;565;15265
4153;11;594;15242
4153;10;599;15238
4176;14;618;15192
4173;14;629;15184
4171;17;606;15206
4175;21;623;15181
4186;20;603;15191
4188;17;577;15218
4186;18;576;15220
4175;16;569;15240
4182;17;570;15231
4187;13;579;15221
4180;14;578;15228
4177;18;582;15223
4175;17;600;15208
4165;20;596;15219
4170;18;597;15215
4183;14;598;15205
4206;12;585;15197
4218;13;579;15190
4214;15;588;15183
4189;21;599;15191
4176;20;615;15189
4171;17;631;15181
4155;15;651;15179
4164;12;665;15159
4141;16;658;15185
4138;12;689;15161
4101;12;705;15182
4072;16;694;15218
4060;17;690;15233
4035;14;693;15258
4026;15;678;15281
4017;15;692;15276
3995;22;687;15296
3991;21;672;15316
3974;20;688;15318
3973;20;681;15326
3950;20;667;15363
3949;18;653;15380
3954;14;659;15373
3947;16;646;15391
3948;16;651;15385
3980;14;630;15376
3973;12;627;15388
3975;15;617;15393
3973;14;623;15390
3971;12;631;15386
3980;12;630;15378
3996;13;603;15388
3997;17;607;15379
4005;15;595;15385
4040;17;583;15360
4041;20;574;15365
4065;16;570;15349
4073;17;568;15342
4084;17;562;15337
4085;13;559;15343
4096;13;568;15323
4098;15;579;15308
4107;14;588;15291
4117;15;595;15273
4093;16;614;15277
4114;13;597;15276
4149;12;581;15258
4149;21;588;15242
4166;16;570;15248
4169;16;566;15249
4174;14;576;15236
4169;11;589;15231
4166;9;594;15231
4147;9;589;15255
4137;7;591;15265
4119;9;608;15264
4118;8;591;15283
4114;8;601;15277
4123;11;588;15278
4124;10;592;15274
4121;15;591;15273
4132;17;565;15286
4143;13;576;15268
4169;14;595;15222
4163;11;593;15233
4149;7;607;15237
4135;8;597;15260
4124;13;586;15277
4123;13;604;15260
4132;15;599;15254
4128;15;606;15251
4139;19;604;15238
4149;16;624;15211
4156;15;610;15219
4157;19;604;15220
4160;14;608;15218
4167;14;629;15190
4157;15;620;15208
4153;12;639;15196
4149;14;628;15209
4133;18;619;15230
4116;24;645;15215
4086;23;671;15220
4106;23;669;15202
4099;26;681;15194
4059;25;685;15231
4037;28;682;15253
4022;25;682;15271
4018;23;681;15278
4024;19;688;15269
4021;28;678;15273
4022;23;673;15282
4033;17;670;15280
4032;16;658;15294
4023;20;657;15300
4043;22;638;15297
4036;16;646;15302
4039;16;639;15306
4054;14;639;15293
4065;15;654;15266
4045;15;663;15277
4057;17;618;15308
4044;12;623;15321
4069;8;617;15306
4053;13;614;15320
4058;13;613;15316
4045;18;643;15294
4049;21;665;15265
4054;16;630;15300
4059;19;639;15283
4054;17;650;15279
4026;13;654;15307
4055;13;635;15297
4064;15;624;15297
4069;9;643;15279
4090;9;635;15266
4097;11;637;15255
4101;13;640;15246
4112;14;625;15249
4119;15;636;15230
4101;13;653;15233
4100;14;666;15220
4119;12;677;15192
4122;10;685;15183
4126;8;670;15196
4129;7;663;15201
4145;13;663;15179
4142;10;668;15180
4121;10;659;15210
4116;10;673;15201
4111;15;687;15187
4098;18;670;15214
4093;19;669;15219
4078;17;686;15219
4067;16;701;15216
4084;13;703;15200
4067;15;705;15213
4076;16;703;15205
4047;11;724;15218
4055;14;699;15232
4074;16;696;15214
4085;18;696;15201
4099;20;689;15192
4086;20;679;15215
4073;17;684;15226
4073;16;680;15231
4074;15;681;15230
4063;16;692;15229
4047;20;699;15234
4043;18;674;15265
4024;20;684;15272
4030;18;686;15266
4018;15;701;15266
4024;17;701;15258
4024;12;700;15264
4000;15;690;15295
3989;19;681;15311
3976;21;685;15318
3964;14;690;15332
3964;14;699;15323
3954;18;705;15323
3952;16;685;15347
3935;19;691;15355
3945;19;680;15356
3958;19;656;15367
3945;19;661;15375
3962;16;655;15367
3988;12;653;15347
3963;14;656;15367
3966;13;637;15384
3970;18;626;15386
3980;15;629;15376
3957;15;635;15393
3963;14;628;15395
3962;15;620;15403
3960;14;614;15412
3932;13;634;15421
