Susceptible;Exposed;Infected;Recovered
19980;0;20;0
19961;10;26;3
19936;15;43;6
19903;20;68;9
19856;22;100;22
19780;29;152;39
19657;33;236;74
19479;35;362;124
19228;42;539;191
18851;47;809;293
18308;45;1204;443
17459;52;1830;659
16254;54;2695;997
14551;51;3916;1482
12512;46;5218;2224
10136;54;6684;3126
7783;46;7914;4257
5720;40;8714;5526
4116;34;8958;6892
2922;32;8826;8220
2105;31;8338;9526
1560;29;7675;10736
1222;25;6957;11796
976;24;6270;12730
817;26;5552;13605
669;34;4914;14383
612;30;4377;14981
586;30;3850;15534
550;29;3395;16026
531;30;2987;16452
522;27;2634;16817
520;33;2333;17114
531;28;2080;17361
550;21;1829;17600
578;23;1593;17806
605;20;1425;17950
641;18;1273;18068
687;13;1099;18201
714;13;994;18279
769;12;887;18332
807;13;793;18387
859;11;697;18433
907;10;607;18476
954;9;517;18520
1016;10;462;18512
1086;8;401;18505
1136;8;353;18503
1188;11;304;18497
1243;9;278;18470
1296;9;260;18435
1352;10;218;18420
1398;7;204;18391
1456;7;181;18356
1498;6;155;18341
1552;5;140;18303
1624;2;134;18240
1676;2;123;18199
1727;1;106;18166
1760;3;102;18135
1827;1;90;18082
1888;1;87;18024
1941;0;75;17984
1995;0;60;17945
2064;0;62;17874
2131;0;58;17811
2187;1;54;17758
2232;1;49;17718
2284;1;49;17666
2340;2;46;17612
2389;2;37;17572
2430;2;34;17534
2485;2;30;17483
2537;1;30;17432
2587;1;26;17386
2632;1;25;17342
2692;1;24;17283
2736;1;25;17238
2786;0;24;17190
2831;0;24;17145
2862;0;23;17115
2894;0;22;17084
2945;0;22;17033
2989;0;23;16988
3043;0;18;16939
3086;0;13;16901
3143;0;13;16844
3174;0;17;16809
3220;0;17;16763
3260;0;16;16724
3314;0;15;16671
3348;0;11;16641
3402;0;11;16587
3458;0;8;16534
3496;0;10;16494
3545;0;11;16444
3590;0;10;16400
3638;0;10;16352
3689;0;10;16301
3741;0;12;16247
3794;0;13;16193
3843;0;15;16142
3880;0;21;16099
3919;0;18;16063
3965;0;21;16014
3991;1;26;15982
4049;1;21;15929
4079;1;24;15896
4118;2;26;15854
4143;2;31;15824
4194;1;32;15773
4246;1;30;15723
4282;0;33;15685
4329;0;35;15636
4373;0;32;15595
4402;1;34;15563
4435;1;36;15528
4485;2;38;15475
4525;1;44;15430
4553;0;53;15394
4579;0;54;15367
4617;0;57;15326
4654;0;54;15292
4687;1;58;15254
4713;1;57;15229
4754;0;53;15193
4804;0;50;15146
4840;0;56;15104
4875;0;55;15070
4908;1;60;15031
4946;1;65;14988
4979;0;68;14953
5005;0;73;14922
5038;0;74;14888
5057;0;81;14862
5072;0;87;14841
5089;0;87;14824
5113;0;95;14792
5145;0;86;14769
5153;0;91;14756
5176;0;92;14732
5198;0;93;14709
5230;0;97;14673
5234;1;104;14661
5251;1;102;14646
5281;2;97;14620
5310;2;102;14586
5333;2;106;14559
5344;1;111;14544
5374;1;114;14511
5417;1;105;14477
5452;1;109;14438
5458;2;116;14424
5472;2;119;14407
5479;1;127;14393
5494;0;134;14372
5499;1;140;14360
5511;2;153;14334
5528;3;170;14299
5528;3;184;14285
5536;3;192;14269
5535;4;194;14267
5529;4;213;14254
5502;3;235;14260
5473;3;268;14256
5458;4;288;14250
5443;5;304;14248
5431;5;301;14263
5417;5;325;14253
5402;4;334;14260
5377;4;352;14267
5349;3;377;14271
5324;4;400;14272
5296;4;408;14292
5280;4;432;14284
5230;7;446;14317
5189;6;471;14334
5151;4;478;14367
5124;3;485;14388
5081;2;504;14413
5037;2;521;14440
4996;0;532;14472
4928;3;560;14509
4854;3;583;14560
4801;3;599;14597
4744;2;624;14630
4717;5;634;14644
4651;6;646;14697
4574;8;680;14738
4487;4;708;14801
4457;7;702;14834
4388;5;715;14892
4340;7;696;14957
4261;11;717;15011
4209;14;706;15071
4148;14;709;15129
4091;14;725;15170
4048;10;724;15218
4017;11;722;15250
3981;11;710;15298
3927;15;709;15349
3874;13;709;15404
3848;11;693;15448
3815;9;672;15504
3794;7;674;15525
3760;8;655;15577
3724;8;664;15604
3695;6;638;15661
3677;6;618;15699
3655;10;610;15725
3640;10;593;15757
3635;11;582;15772
3601;14;595;15790
3593;11;582;15814
3595;9;578;15818
3598;13;558;15831
3600;10;560;15830
3601;12;533;15854
3588;9;533;15870
3579;7;512;15902
3582;4;521;15893
3591;8;514;15887
3585;5;509;15901
3603;6;497;15894
3614;7;487;15892
3618;9;483;15890
3625;12;496;15867
3629;7;499;15865
3648;7;483;15862
3674;8;461;15857
3700;13;446;15841
3709;12;434;15845
3726;12;444;15818
3754;10;435;15801
3778;11;456;15755
3769;9;465;15757
3795;7;457;15741
3806;4;443;15747
3833;7;433;15727
3860;8;443;15689
3869;10;434;15687
3872;11;436;15681
3876;5;446;15673
3888;5;438;15669
3912;5;440;15643
3933;7;431;15629
3943;6;418;15633
3976;10;406;15608
3994;12;412;15582
4014;13;397;15576
4047;11;381;15561
4078;13;376;15533
4104;12;366;15518
4144;8;382;15466
4156;7;378;15459
4187;9;364;15440
4219;9;382;15390
4254;7;373;15366
4276;8;372;15344
4297;8;401;15294
4317;8;398;15277
4325;9;392;15274
4359;8;393;15240
4382;7;390;15221
4420;8;401;15171
4430;10;407;15153
4444;10;405;15141
4439;12;426;15123
4468;8;426;15098
4482;9;433;15076
4491;8;422;15079
4506;8;434;15052
4522;11;435;15032
4489;10;469;15032
4488;12;472;15028
4501;13;480;15006
4506;12;484;14998
4532;12;502;14954
4525;10;524;14941
4523;6;534;14937
4501;5;563;14931
4478;9;564;14949
4445;11;606;14938
4416;12;618;14954
4398;13;640;14949
4367;14;634;14985
4313;14;640;15033
4260;15;672;15053
4234;17;677;15072
4219;14;674;15093
4178;13;706;15103
4141;15;722;15122
4133;18;682;15167
4126;20;678;15176
4073;19;702;15206
4037;21;714;15228
4013;20;740;15227
3968;19;737;15276
3953;19;731;15297
3926;14;731;15329
3912;11;735;15342
3903;9;716;15372
3878;13;715;15394
3889;10;692;15409
3881;6;687;15426
3881;10;678;15431
3849;17;688;15446
3837;23;683;15457
3821;15;685;15479
3822;16;650;15512
3794;12;648;15546
3788;14;638;15560
3815;14;615;15556
3813;9;616;15562
3825;10;611;15554
3829;14;599;15558
3857;16;589;15538
3827;18;596;15559
3851;18;572;15559
3880;13;554;15553
3891;10;543;15556
3905;10;539;15546
3908;15;550;15527
3922;15;541;15522
3932;12;555;15501
3951;10;551;15488
4015;8;532;15445
4014;13;540;15433
4043;12;521;15424
4087;6;490;15417
4109;6;492;15393
4131;9;492;15368
4139;15;483;15363
4166;10;469;15355
4187;15;466;15332
4195;13;468;15324
4219;14;483;15284
4241;16;486;15257
4283;14;466;15237
4279;12;492;15217
4323;12;486;15179
4318;13;477;15192
4312;16;487;15185
4320;12;508;15160
4332;12;492;15164
4326;17;502;15155
4321;12;524;15143
4312;10;536;15142
4305;12;525;15158
4293;11;526;15170
4297;9;523;15171
4281;8;537;15174
4305;7;526;15162
4332;9;525;15134
4328;5;548;15119
4306;9;552;15133
4296;7;585;15112
4277;8;598;15117
4264;9;621;15106
4288;9;616;15087
4293;7;615;15085
4290;10;602;15098
4295;11;602;15092
4276;8;593;15123
4244;7;618;15131
4239;6;625;15130
4240;8;620;15132
4233;7;626;15134
4246;8;618;15128
4252;8;614;15126
4247;10;623;15120
4224;13;622;15141
4196;11;618;15175
4179;10;628;15183
4173;12;615;15200
4164;11;629;15196
4170;9;632;15189
4159;10;638;15193
4170;8;626;15196
4148;11;658;15183
4151;15;649;15185
4145;16;661;15178
4135;14;646;15205
4111;15;653;15221
4095;14;665;15226
4102;10;659;15229
4086;15;625;15274
4074;13;633;15280
4058;12;653;15277
4058;14;647;15281
4028;10;654;15308
4007;7;672;15314
3973;11;665;15351
3988;9;670;15333
3973;10;665;15352
3966;13;677;15344
3961;15;645;15379
3981;18;631;15370
3977;14;644;15365
3954;19;639;15388
3956;18;633;15393
3947;21;636;15396
3958;14;624;15404
3955;16;601;15428
3956;13;601;15430
3961;13;599;15427
3977;14;578;15431
3988;13;584;15415
4012;14;571;15403
4016;12;571;15401
4016;11;550;15423
4006;10;576;15408
4008;11;593;15388
4023;10;589;15378
4032;12;572;15384
4022;14;584;15380
4021;14;598;15367
4028;17;596;15359
4046;14;581;15359
4051;15;588;15346
4067;11;596;15326
4039;15;614;15332
4027;15;636;15322
4015;12;634;15339
4009;15;658;15318
3989;11;650;15350
4000;14;625;15361
4003;17;638;15342
4005;21;614;15360
3984;15;625;15376
4014;13;613;15360
4015;14;626;15345
3996;10;657;15337
3981;10;656;15353
3989;14;650;15347
3981;17;611;15391
4007;14;584;15395
4035;12;582;15371
4032;18;576;15374
4050;14;577;15359
4028;13;591;15368
3999;14;613;15374
4003;20;614;15363
3986;18;644;15352
3972;19;640;15369
3952;15;644;15389
3936;12;658;15394
3927;15;654;15404
3909;18;630;15443
3919;13;611;15457
3921;14;604;15461
3915;15;614;15456
3929;14;601;15456
3937;10;618;15435
3945;10;628;15417
3938;14;616;15432
3931;13;599;15457
3930;17;590;15463
3933;18;603;15446
3932;19;592;15457
3942;23;589;15446
3940;27;589;15444
3936;19;596;15449
3954;13;596;15437
3959;11;581;15449
3959;10;572;15459
3985;7;545;15463
3970;8;540;15482
3999;6;539;15456
4029;6;514;15451
4066;7;513;15414
4104;7;516;15373
4105;8;512;15375
4123;14;514;15349
4144;18;506;15332
4171;18;484;15327
4194;14;484;15308
4204;12;485;15299
4209;12;477;15302
4206;8;504;15282
4236;5;497;15262
4236;5;507;15252
4236;6;513;15245
4258;6;519;15217
4280;10;513;15197
4314;11;496;15179
4348;13;512;15127
4364;14;508;15114
4361;13;539;15087
4364;14;542;15080
4362;13;546;15079
4351;16;553;15080
4339;11;562;15088
4327;12;575;15086
