Susceptible;Exposed;Infected;Recovered
19980;0;20;0
19969;7;16;8
19951;9;32;8
19928;12;50;10
19891;19;75;15
19837;23;113;27
19738;24;186;52
19600;21;283;96
19378;27;437;158
19028;31;703;238
18504;32;1107;357
17753;29;1673;545
16673;30;2459;838
15096;41;3608;1255
13100;36;4945;1919
10790;39;6403;2768
8365;41;7693;3901
6174;37;8588;5201
4391;26;9023;6560
3091;25;8952;7932
2222;26;8483;9269
1593;27;7880;10500
1195;25;7215;11565
952;28;6503;12517
762;26;5807;13405
652;28;5177;14143
591;22;4584;14803
534;26;4027;15413
510;23;3571;15896
508;22;3106;16364
503;17;2748;16732
513;19;2404;17064
514;23;2121;17342
549;21;1862;17568
584;25;1642;17749
620;22;1438;17920
663;22;1259;18056
698;17;1101;18184
727;16;979;18278
763;14;872;18351
820;11;770;18399
863;11;691;18435
924;13;595;18468
965;10;522;18503
1011;10;455;18524
1055;9;404;18532
1097;7;361;18535
1135;10;317;18538
1200;11;285;18504
1251;8;257;18484
1305;6;240;18449
1370;5;201;18424
1416;4;185;18395
1480;3;173;18344
1553;4;150;18293
1606;5;142;18247
1661;5;118;18216
1711;2;105;18182
1760;0;93;18147
1808;0;80;18112
1866;1;81;18052
1917;0;70;18013
1971;0;63;17966
2025;0;62;17913
2070;0;58;17872
2120;0;55;17825
2169;0;51;17780
2224;0;46;17730
2285;0;45;17670
2351;1;39;17609
2409;1;33;17557
2459;1;29;17511
2505;1;35;17459
2559;1;33;17407
2595;1;31;17373
2647;1;27;17325
2704;1;23;17272
2745;0;19;17236
2784;1;22;17193
2834;1;22;17143
2882;1;17;17100
2935;1;16;17048
2977;0;17;17006
3033;0;15;16952
3097;0;14;16889
3140;0;13;16847
3188;0;10;16802
3242;0;9;16749
3296;0;8;16696
3360;0;9;16631
3408;0;9;16583
3463;0;6;16531
3514;0;7;16479
3556;0;10;16434
3603;0;10;16387
3662;0;7;16331
3710;0;6;16284
3754;0;8;16238
3803;0;9;16188
3856;0;8;16136
3897;0;9;16094
3946;0;9;16045
3976;0;7;16017
4037;0;7;15956
4088;0;6;15906
4134;0;8;15858
4173;0;10;15817
4214;0;8;15778
4260;0;4;15736
4310;0;3;15687
4351;0;3;15646
4395;0;3;15602
4439;0;3;15558
4487;0;3;15510
4530;0;2;15468
4578;0;2;15420
4607;0;2;15391
4644;0;2;15354
4696;0;1;15303
4748;0;1;15251
4793;0;1;15206
4823;0;1;15176
4866;0;2;15132
4897;0;1;15102
4945;0;1;15054
4984;0;2;15014
5029;0;2;14969
5080;0;1;14919
5119;0;1;14880
5161;0;1;14838
5193;0;0;14807
5228;0;0;14772
5268;0;0;14732
5309;0;0;14691
5347;0;0;14653
5376;0;0;14624
5425;0;0;14575
5450;0;0;14550
5503;0;0;14497
5538;0;0;14462
5576;0;0;14424
5616;0;0;14384
5653;0;0;14347
5691;0;0;14309
5742;0;0;14258
5781;0;0;14219
5818;0;0;14182
5847;0;0;14153
5890;0;0;14110
5927;0;0;14073
5962;0;0;14038
5999;0;0;14001
6037;0;0;13963
6080;0;0;13920
6112;0;0;13888
6146;0;0;13854
6184;0;0;13816
6213;0;0;13787
6242;0;0;13758
6272;0;0;13728
6299;0;0;13701
6332;0;0;13668
6364;0;0;13636
6399;0;0;13601
6419;0;0;13581
6456;0;0;13544
6501;0;0;13499
6533;0;0;13467
6566;0;0;13434
6601;0;0;13399
6644;0;0;13356
6680;0;0;13320
6712;0;0;13288
6740;0;0;13260
6779;0;0;13221
6813;0;0;13187
6858;0;0;13142
6891;0;0;13109
6933;0;0;13067
6977;0;0;13023
7028;0;0;12972
7057;0;0;12943
7084;0;0;12916
7117;0;0;12883
7152;0;0;12848
7176;0;0;12824
7220;0;0;12780
7250;0;0;12750
7294;0;0;12706
7318;0;0;12682
7356;0;0;12644
7401;0;0;12599
7431;0;0;12569
7469;0;0;12531
7504;0;0;12496
7541;0;0;12459
7577;0;0;12423
7615;0;0;12385
7650;0;0;12350
7668;0;0;12332
7701;0;0;12299
7740;0;0;12260
7781;0;0;12219
7818;0;0;12182
7846;0;0;12154
7882;0;0;12118
7920;0;0;12080
7956;0;0;12044
7989;0;0;12011
8028;0;0;11972
8067;0;0;11933
8095;0;0;11905
8126;0;0;11874
8155;0;0;11845
8182;0;0;11818
8210;0;0;11790
8247;0;0;11753
8283;0;0;11717
8321;0;0;11679
8347;0;0;11653
8372;0;0;11628
8405;0;0;11595
8441;0;0;11559
8472;0;0;11528
8499;0;0;11501
8523;0;0;11477
8547;0;0;11453
8587;0;0;11413
8626;0;0;11374
8648;0;0;11352
