Susceptible;Exposed;Infected;Recovered
19980;0;20;0
19966;5;25;4
19945;7;40;8
19914;15;53;18
19878;15;80;27
19827;20;107;46
19750;23;160;67
19635;18;255;92
19447;23;395;135
19126;23;650;201
18633;28;1023;316
17880;40;1585;495
16839;53;2323;785
15339;52;3393;1216
13444;53;4671;1832
11264;45;6005;2686
8906;43;7329;3722
6678;44;8282;4996
4917;39;8674;6370
3474;37;8801;7688
2447;29;8481;9043
1816;28;7894;10262
1369;31;7244;11356
1080;31;6588;12301
854;31;5934;13181
719;40;5219;14022
623;43;4626;14708
591;42;4083;15284
559;44;3616;15781
540;36;3207;16217
536;36;2818;16610
519;38;2501;16942
528;32;2232;17208
547;29;1952;17472
567;27;1694;17712
592;25;1502;17881
632;20;1323;18025
672;18;1191;18119
713;18;1035;18234
753;14;919;18314
796;14;829;18361
842;13;712;18433
883;10;611;18496
920;15;553;18512
963;10;483;18544
1010;12;415;18563
1049;9;383;18559
1098;9;349;18544
1151;9;301;18539
1194;9;275;18522
1255;5;251;18489
1321;4;218;18457
1388;4;185;18423
1447;6;170;18377
1499;5;155;18341
1552;5;134;18309
1618;7;127;18248
1662;4;131;18203
1724;3;122;18151
1786;2;108;18104
1832;3;93;18072
1882;3;83;18032
1949;3;70;17978
1999;2;71;17928
2040;1;65;17894
2096;1;61;17842
2141;0;58;17801
2195;0;50;17755
2253;0;47;17700
2304;0;39;17657
2351;1;34;17614
2401;1;29;17569
2463;1;23;17513
2528;1;24;17447
2566;1;22;17411
2614;1;19;17366
2676;1;18;17305
2730;1;17;17252
2767;1;16;17216
2831;1;15;17153
2873;0;17;17110
2920;0;18;17062
2968;0;14;17018
3015;0;12;16973
3060;0;12;16928
3100;0;12;16888
3150;0;9;16841
3203;0;9;16788
3248;0;5;16747
3298;0;5;16697
3350;0;4;16646
3390;0;4;16606
3446;0;4;16550
3493;0;4;16503
3542;0;4;16454
3574;0;4;16422
3625;0;2;16373
3668;0;3;16329
3723;0;2;16275
3769;0;2;16229
3821;0;3;16176
3883;0;3;16114
3926;0;2;16072
3975;0;2;16023
4014;0;1;15985
4053;0;2;15945
4093;0;1;15906
4129;0;1;15870
4178;0;1;15821
4227;0;1;15772
4270;0;1;15729
4323;0;1;15676
4379;0;1;15620
4432;0;1;15567
4488;0;0;15512
4524;0;0;15476
4562;0;0;15438
4610;0;0;15390
4652;0;0;15348
4691;0;0;15309
4734;0;0;15266
4771;0;0;15229
4810;0;0;15190
4839;0;0;15161
4873;0;0;15127
4922;0;0;15078
4963;0;0;15037
5004;0;0;14996
5048;0;0;14952
5097;0;0;14903
5154;0;0;14846
5196;0;0;14804
5254;0;0;14746
5282;0;0;14718
5323;0;0;14677
5358;0;0;14642
5404;0;0;14596
5443;0;0;14557
5479;0;0;14521
5528;0;0;14472
5574;0;0;14426
5617;0;0;14383
5660;0;0;14340
5695;0;0;14305
5741;0;0;14259
5776;0;0;14224
5812;0;0;14188
5852;0;0;14148
5900;0;0;14100
5941;0;0;14059
5988;0;0;14012
6031;0;0;13969
6065;0;0;13935
6107;0;0;13893
6140;0;0;13860
6176;0;0;13824
6224;0;0;13776
6258;0;0;13742
6309;0;0;13691
6346;0;0;13654
6381;0;0;13619
6422;0;0;13578
6457;0;0;13543
6500;0;0;13500
6544;0;0;13456
6579;0;0;13421
6619;0;0;13381
6661;0;0;13339
6699;0;0;13301
6732;0;0;13268
6773;0;0;13227
6807;0;0;13193
6848;0;0;13152
6889;0;0;13111
6918;0;0;13082
6948;0;0;13052
6975;0;0;13025
7006;0;0;12994
7034;0;0;12966
7061;0;0;12939
7089;0;0;12911
7113;0;0;12887
7151;0;0;12849
7195;0;0;12805
