Susceptible;Exposed;Infected;Recovered
19980;0;20;0
19965;8;23;4
19951;9;32;8
19924;13;51;12
19882;17;79;22
19816;30;110;44
19726;28;177;69
19565;22;317;96
19305;33;505;157
18919;32;785;264
18385;38;1157;420
17496;46;1843;615
16283;53;2709;955
14643;55;3854;1448
12573;49;5228;2150
10247;48;6639;3066
7844;44;7920;4192
5759;41;8697;5503
4117;34;8895;6954
2908;31;8802;8259
2079;24;8353;9544
1518;26;7743;10713
1162;23;7019;11796
889;19;6382;12710
751;17;5704;13528
659;16;5009;14316
590;14;4459;14937
562;19;3910;15509
541;18;3431;16010
537;19;3041;16403
536;20;2666;16778
547;19;2340;17094
564;17;2073;17346
584;16;1792;17608
626;16;1583;17775
651;17;1389;17943
679;18;1213;18090
713;16;1069;18202
731;15;956;18298
763;17;860;18360
815;14;764;18407
860;13;660;18467
923;11;595;18471
984;10;530;18476
1030;10;473;18487
1089;7;432;18472
1136;6;392;18466
1192;4;340;18464
1246;4;301;18449
1305;5;271;18419
1365;6;229;18400
1427;4;195;18374
1493;3;159;18345
1551;3;140;18306
1622;2;123;18253
1685;1;116;18198
1723;1;109;18167
1786;2;97;18115
1825;0;84;18091
1882;1;72;18045
1933;0;70;17997
1984;0;64;17952
2028;0;67;17905
2070;0;61;17869
2116;0;55;17829
2156;1;51;17792
2205;0;49;17746
2250;0;47;17703
2306;0;43;17651
2353;0;40;17607
2398;0;36;17566
2452;0;35;17513
2493;0;32;17475
2559;0;30;17411
2615;0;33;17352
2667;0;32;17301
2710;0;25;17265
2751;0;24;17225
2801;0;24;17175
2854;0;25;17121
2890;0;28;17082
2933;0;29;17038
2979;0;28;16993
3024;0;28;16948
3068;0;29;16903
3127;0;25;16848
3172;0;22;16806
3223;0;18;16759
3267;0;18;16715
3317;0;20;16663
3359;0;18;16623
3422;1;15;16562
3475;1;15;16509
3516;1;14;16469
3557;1;14;16428
3613;0;16;16371
3665;0;17;16318
3702;0;15;16283
3733;0;18;16249
3768;0;18;16214
3802;0;18;16180
3848;0;17;16135
3891;0;13;16096
3926;0;8;16066
3973;0;7;16020
4019;0;4;15977
4062;0;3;15935
4103;0;3;15894
4163;0;2;15835
4221;0;2;15777
4267;0;2;15731
4293;0;1;15706
4335;0;1;15664
4399;0;1;15600
4453;0;1;15546
4494;0;1;15505
4536;0;1;15463
4583;0;0;15417
4634;0;0;15366
4680;0;0;15320
4725;0;0;15275
4769;0;0;15231
4812;0;0;15188
4861;0;0;15139
4896;0;0;15104
4940;0;0;15060
4994;0;0;15006
5036;0;0;14964
5081;0;0;14919
5150;0;0;14850
5186;0;0;14814
5230;0;0;14770
5266;0;0;14734
5311;0;0;14689
5355;0;0;14645
5393;0;0;14607
5423;0;0;14577
5475;0;0;14525
5521;0;0;14479
5565;0;0;14435
5607;0;0;14393
5644;0;0;14356
5677;0;0;14323
5715;0;0;14285
5753;0;0;14247
5787;0;0;14213
5829;0;0;14171
5867;0;0;14133
5907;0;0;14093
5942;0;0;14058
5994;0;0;14006
6035;0;0;13965
6090;0;0;13910
6130;0;0;13870
6166;0;0;13834
6214;0;0;13786
6260;0;0;13740
6300;0;0;13700
6335;0;0;13665
6373;0;0;13627
6413;0;0;13587
6453;0;0;13547
6485;0;0;13515
6526;0;0;13474
6565;0;0;13435
6601;0;0;13399
6640;0;0;13360
6684;0;0;13316
6720;0;0;13280
6756;0;0;13244
6787;0;0;13213
6827;0;0;13173
6870;0;0;13130
6903;0;0;13097
6942;0;0;13058
6978;0;0;13022
7018;0;0;12982
7047;0;0;12953
7087;0;0;12913
7115;0;0;12885
