Susceptible;Exposed;Infected;Recovered
19980;0;20;0
19956;13;27;4
19943;16;33;8
19913;18;55;14
19872;24;82;22
19788;28;143;41
19665;31;237;67
19506;34;356;104
19232;33;579;156
18795;43;906;256
18151;48;1365;436
17222;48;2046;684
15932;52;2951;1065
14233;55;4096;1616
12169;51;5463;2317
9809;44;6864;3283
7482;41;8031;4446
5405;32;8763;5800
3797;28;8995;7180
2684;22;8753;8541
1935;20;8199;9846
1450;24;7517;11009
1134;22;6788;12056
909;24;6056;13011
761;28;5400;13811
658;35;4788;14519
605;31;4251;15113
575;31;3767;15627
556;32;3343;16069
546;35;2943;16476
552;30;2598;16820
573;28;2311;17088
591;25;2044;17340
603;27;1803;17567
641;27;1578;17754
666;21;1401;17912
692;27;1223;18058
719;26;1096;18159
759;27;979;18235
794;21;879;18306
849;17;772;18362
889;15;693;18403
942;13;622;18423
992;12;564;18432
1042;9;506;18443
1089;11;465;18435
1140;12;421;18427
1192;11;375;18422
1251;12;334;18403
1312;11;288;18389
1368;9;245;18378
1422;6;225;18347
1507;5;198;18290
1561;8;172;18259
1609;7;165;18219
1663;4;156;18177
1705;3;136;18156
1758;3;122;18117
1800;2;112;18086
1848;3;105;18044
1896;3;95;18006
1946;3;81;17970
2007;4;72;17917
2065;4;67;17864
2117;4;60;17819
2162;4;54;17780
2211;4;53;17732
2260;3;43;17694
2311;1;38;17650
2367;1;37;17595
2426;0;39;17535
2469;0;36;17495
2537;0;33;17430
2594;1;32;17373
2641;1;26;17332
2689;1;23;17287
2735;1;22;17242
2791;1;23;17185
2836;1;22;17141
2889;0;20;17091
2930;0;19;17051
2969;0;19;17012
3017;0;17;16966
3071;0;19;16910
3116;0;16;16868
3164;0;14;16822
3203;0;15;16782
3248;0;18;16734
3291;0;17;16692
3341;0;12;16647
3383;0;14;16603
3433;0;11;16556
3469;0;12;16519
3514;0;13;16473
3557;0;12;16431
3603;0;10;16387
3652;0;11;16337
3700;0;8;16292
3738;0;4;16258
3785;0;2;16213
3834;0;2;16164
3889;0;1;16110
3932;0;0;16068
3981;0;0;16019
4016;0;0;15984
4063;0;0;15937
4097;0;0;15903
4139;0;0;15861
4185;0;0;15815
4232;0;0;15768
4281;0;0;15719
4328;0;0;15672
4377;0;0;15623
4425;0;0;15575
4460;0;0;15540
4501;0;0;15499
4537;0;0;15463
4587;0;0;15413
4635;0;0;15365
4674;0;0;15326
4702;0;0;15298
4755;0;0;15245
4812;0;0;15188
4853;0;0;15147
4896;0;0;15104
4921;0;0;15079
4972;0;0;15028
5024;0;0;14976
5057;0;0;14943
5108;0;0;14892
5156;0;0;14844
5207;0;0;14793
5252;0;0;14748
5289;0;0;14711
5328;0;0;14672
5384;0;0;14616
5412;0;0;14588
5454;0;0;14546
5498;0;0;14502
5531;0;0;14469
5579;0;0;14421
5621;0;0;14379
5659;0;0;14341
5701;0;0;14299
5744;0;0;14256
5793;0;0;14207
5829;0;0;14171
5876;0;0;14124
5908;0;0;14092
5951;0;0;14049
5988;0;0;14012
6028;0;0;13972
6067;0;0;13933
6115;0;0;13885
6154;0;0;13846
6200;0;0;13800
6226;0;0;13774
6260;0;0;13740
6299;0;0;13701
6340;0;0;13660
6372;0;0;13628
6413;0;0;13587
6449;0;0;13551
6484;0;0;13516
6526;0;0;13474
6551;0;0;13449
6579;0;0;13421
6628;0;0;13372
6666;0;0;13334
6688;0;0;13312
6723;0;0;13277
6766;0;0;13234
6799;0;0;13201
6828;0;0;13172
6871;0;0;13129
6909;0;0;13091
6938;0;0;13062
6973;0;0;13027
7009;0;0;12991
7040;0;0;12960
7079;0;0;12921
7114;0;0;12886
7139;0;0;12861
7172;0;0;12828
7203;0;0;12797
7238;0;0;12762
7269;0;0;12731
7295;0;0;12705
7328;0;0;12672
7360;0;0;12640
7391;0;0;12609
7422;0;0;12578
7459;0;0;12541
7494;0;0;12506
7535;0;0;12465
7566;0;0;12434
7594;0;0;12406
7628;0;0;12372
7661;0;0;12339
7688;0;0;12312
7714;0;0;12286
7739;0;0;12261
7777;0;0;12223
7806;0;0;12194
7835;0;0;12165
7865;0;0;12135
7895;0;0;12105
7927;0;0;12073
7959;0;0;12041
7992;0;0;12008
8023;0;0;11977
8055;0;0;11945
8088;0;0;11912
8117;0;0;11883
8150;0;0;11850
8187;0;0;11813
8215;0;0;11785
8245;0;0;11755
8281;0;0;11719
8312;0;0;11688
8352;0;0;11648
8376;0;0;11624
8410;0;0;11590
8442;0;0;11558
8477;0;0;11523
8502;0;0;11498
8537;0;0;11463
8573;0;0;11427
8602;0;0;11398
8635;0;0;11365
8661;0;0;11339
8693;0;0;11307
8726;0;0;11274
8751;0;0;11249
8789;0;0;11211
8819;0;0;11181
8844;0;0;11156
8875;0;0;11125
8910;0;0;11090
8946;0;0;11054
8970;0;0;11030
8992;0;0;11008
9019;0;0;10981
9044;0;0;10956
9066;0;0;10934
9091;0;0;10909
9124;0;0;10876
9150;0;0;10850
9182;0;0;10818
9208;0;0;10792
9233;0;0;10767
9270;0;0;10730
9297;0;0;10703
9322;0;0;10678
9342;0;0;10658
9370;0;0;10630
9405;0;0;10595
9434;0;0;10566
9462;0;0;10538
9495;0;0;10505
9518;0;0;10482
9547;0;0;10453
9578;0;0;10422
9601;0;0;10399
9630;0;0;10370
9657;0;0;10343
9682;0;0;10318
9703;0;0;10297
9732;0;0;10268
9766;0;0;10234
9800;0;0;10200
9826;0;0;10174
9860;0;0;10140
9896;0;0;10104
9933;0;0;10067
9959;0;0;10041
9989;0;0;10011
10024;0;0;9976
10057;0;0;9943
10086;0;0;9914
10111;0;0;9889
10134;0;0;9866
10165;0;0;9835
10181;0;0;9819
10214;0;0;9786
10229;0;0;9771
10254;0;0;9746
10278;0;0;9722
10306;0;0;9694
