Susceptible;Exposed;Infected;Recovered
19980;0;20;0
19968;7;20;5
19954;7;29;10
19930;15;42;13
19895;23;63;19
19854;17;97;32
19788;17;142;53
19666;26;217;91
19513;28;328;131
19275;29;501;195
18916;33;776;275
18345;30;1215;410
17474;33;1854;639
16261;37;2731;971
14615;37;3856;1492
12522;27;5264;2187
10131;30;6711;3128
7802;33;7884;4281
5753;31;8580;5636
4099;29;8879;6993
2921;30;8698;8351
2079;28;8218;9675
1535;25;7593;10847
1163;24;6957;11856
918;19;6288;12775
758;22;5643;13577
649;29;5016;14306
604;31;4363;15002
549;22;3871;15558
553;17;3383;16047
546;19;2958;16477
530;22;2609;16839
551;20;2292;17137
552;19;2053;17376
566;24;1790;17620
584;25;1604;17787
621;21;1403;17955
651;20;1233;18096
681;21;1082;18216
730;22;955;18293
768;17;845;18370
811;17;740;18432
870;16;633;18481
936;11;556;18497
994;9;507;18490
1059;9;436;18496
1112;8;379;18501
1162;9;331;18498
1216;7;286;18491
1266;7;262;18465
1310;4;243;18443
1367;4;210;18419
1420;4;191;18385
1480;3;166;18351
1528;4;148;18320
1576;5;136;18283
1636;2;129;18233
1688;0;117;18195
1741;0;104;18155
1792;0;90;18118
1858;0;80;18062
1906;1;75;18018
1961;2;74;17963
2006;1;69;17924
2066;1;63;17870
2127;1;59;17813
2179;0;55;17766
2237;0;51;17712
2295;0;48;17657
2353;0;37;17610
2407;0;35;17558
2455;1;33;17511
2500;1;31;17468
2547;1;33;17419
2597;1;36;17366
2651;1;32;17316
2701;1;31;17267
2743;1;28;17228
2785;1;30;17184
2834;2;24;17140
2895;2;25;17078
2948;1;28;17023
3000;1;28;16971
3045;2;26;16927
3094;2;24;16880
3144;1;23;16832
3188;1;26;16785
3228;0;27;16745
3272;0;29;16699
3313;0;30;16657
3358;0;27;16615
3406;0;28;16566
3441;0;31;16528
3487;0;31;16482
3539;0;27;16434
3584;0;25;16391
3636;0;21;16343
3685;0;21;16294
3722;0;16;16262
3787;0;15;16198
3825;0;17;16158
3869;0;19;16112
3918;0;18;16064
3973;0;16;16011
4019;0;14;15967
4059;0;16;15925
4099;0;16;15885
4147;0;16;15837
4192;0;18;15790
4235;1;21;15743
4274;1;18;15707
4315;1;18;15666
4367;1;17;15615
4409;1;18;15572
4459;1;18;15522
4512;1;20;15467
4543;1;19;15437
4581;1;20;15398
4622;0;19;15359
4654;0;23;15323
4699;0;25;15276
4740;0;27;15233
4779;0;26;15195
4826;0;26;15148
4881;0;28;15091
4931;1;26;15042
4971;1;26;15002
4998;1;31;14970
5027;1;30;14942
5069;1;30;14900
5106;2;33;14859
5150;2;38;14810
5185;1;39;14775
5226;0;42;14732
5262;0;45;14693
5288;0;51;14661
5331;0;55;14614
5379;0;50;14571
5413;0;49;14538
5443;1;52;14504
5481;0;51;14468
5508;0;60;14432
5543;0;64;14393
5558;0;66;14376
5579;0;69;14352
5602;0;79;14319
5625;1;81;14293
5645;1;92;14262
5671;1;94;14234
5691;1;96;14212
5722;1;106;14171
5740;1;110;14149
5765;1;118;14116
5771;0;132;14097
5785;0;139;14076
5806;0;149;14045
5811;2;166;14021
5847;1;164;13988
5859;3;178;13960
5851;1;198;13950
5853;1;198;13948
5852;1;211;13936
5846;1;223;13930
5840;1;232;13927
5836;1;255;13908
5832;1;272;13895
5799;2;309;13890
5777;0;328;13895
5739;1;346;13914
5714;0;376;13910
5680;1;405;13914
5662;2;424;13912
5624;2;442;13932
5570;3;465;13962
5526;2;465;14007
5455;4;510;14031
5392;4;537;14067
5353;5;548;14094
5300;4;577;14119
5237;5;595;14163
5162;7;622;14209
5091;10;650;14249
5033;9;641;14317
4961;14;652;14373
4877;12;675;14436
4811;12;692;14485
4743;8;727;14522
4649;8;747;14596
4580;10;751;14659
4497;11;750;14742
4403;7;785;14805
4300;7;809;14884
4245;7;791;14957
4176;5;806;15013
4094;6;813;15087
4026;7;808;15159
3977;8;806;15209
3915;6;786;15293
3861;7;762;15370
3815;2;748;15435
3787;3;737;15473
3744;3;724;15529
3711;6;695;15588
3689;5;692;15614
3660;7;678;15655
3623;6;673;15698
3620;11;651;15718
3617;12;622;15749
3595;13;627;15765
3552;11;631;15806
3524;12;628;15836
3513;10;623;15854
3518;13;600;15869
3503;12;573;15912
3517;10;556;15917
3524;14;544;15918
3510;14;527;15949
3508;9;522;15961
3530;10;514;15946
3530;14;517;15939
3555;17;481;15947
3560;14;471;15955
3582;15;454;15949
3589;15;454;15942
3631;15;422;15932
3656;13;428;15903
3657;12;430;15901
3684;11;422;15883
3701;8;430;15861
3703;6;430;15861
3722;7;419;15852
3744;8;419;15829
3772;9;396;15823
3792;10;397;15801
3823;6;399;15772
3856;6;379;15759
3875;10;369;15746
3913;6;362;15719
3958;7;345;15690
3980;7;349;15664
3970;5;376;15649
3999;5;371;15625
4035;6;361;15598
4046;4;362;15588
4069;4;351;15576
4104;5;353;15538
4124;8;339;15529
4165;8;329;15498
4186;2;354;15458
4209;6;364;15421
4230;2;365;15403
4224;3;371;15402
4246;5;370;15379
4273;10;362;15355
4287;14;349;15350
4307;12;348;15333
4337;15;333;15315
4382;13;347;15258
4398;13;344;15245
4418;11;357;15214
4429;11;375;15185
4441;9;381;15169
4462;5;380;15153
4474;4;402;15120
4496;1;399;15104
4527;2;387;15084
4564;1;373;15062
4573;4;381;15042
4567;4;387;15042
4598;3;385;15014
4598;2;396;15004
4628;3;389;14980
4651;4;371;14974
4666;5;378;14951
4680;5;389;14926
4689;4;399;14908
4697;6;417;14880
4699;6;432;14863
4707;10;422;14861
4702;14;422;14862
4700;11;425;14864
4716;7;437;14840
4726;9;452;14813
4744;8;441;14807
4761;6;456;14777
4764;6;458;14772
4778;9;454;14759
4771;9;462;14758
4774;11;462;14753
4769;9;459;14763
4789;8;449;14754
4771;10;483;14736
4741;8;499;14752
4738;11;515;14736
4756;7;528;14709
4734;7;522;14737
4726;7;527;14740
4725;9;541;14725
4707;8;567;14718
4670;11;597;14722
4669;11;602;14718
4657;11;618;14714
4641;12;611;14736
4621;10;627;14742
4583;9;643;14765
4553;9;660;14778
4520;12;655;14813
4518;12;671;14799
4485;10;676;14829
4470;14;663;14853
4441;14;675;14870
4420;13;685;14882
4398;11;697;14894
4368;10;700;14922
4347;9;682;14962
4353;10;662;14975
4327;13;681;14979
4309;16;688;14987
4288;13;709;14990
4268;15;736;14981
4248;12;758;14982
4230;11;761;14998
4179;13;777;15031
4151;14;786;15049
4130;19;776;15075
4088;15;788;15109
4053;15;798;15134
3997;15;794;15194
3969;11;788;15232
3924;10;795;15271
3886;6;793;15315
3900;7;766;15327
3914;9;742;15335
3890;9;763;15338
3889;11;738;15362
3863;14;741;15382
3850;14;709;15427
3853;15;684;15448
3859;20;671;15450
3851;18;680;15451
3854;16;667;15463
3870;17;652;15461
3849;14;648;15489
3829;17;664;15490
3834;15;659;15492
3848;14;645;15493
3837;16;622;15525
3847;17;612;15524
3866;12;607;15515
3880;9;612;15499
3901;12;595;15492
3929;10;583;15478
3949;12;581;15458
3966;12;582;15440
3992;11;563;15434
4002;12;526;15460
4000;15;541;15444
4024;16;538;15422
4049;18;535;15398
4059;13;549;15379
4058;18;549;15375
4056;13;561;15370
4067;12;550;15371
4059;8;564;15369
4061;10;572;15357
4066;14;570;15350
4057;13;586;15344
4071;12;570;15347
4066;17;586;15331
4072;17;581;15330
4081;12;583;15324
4070;12;595;15323
4088;12;588;15312
4098;16;589;15297
4094;22;599;15285
4081;19;597;15303
4094;15;583;15308
4102;13;594;15291
4106;11;582;15301
4106;15;575;15304
4123;13;562;15302
4159;12;558;15271
4181;12;552;15255
4172;10;544;15274
4196;15;543;15246
4198;11;554;15237
4210;15;528;15247
4227;15;528;15230
4237;12;535;15216
4235;12;549;15204
4241;9;566;15184
4212;9;574;15205
4196;9;576;15219
4201;9;572;15218
4231;6;550;15213
4249;5;534;15212
4272;11;521;15196
4272;12;515;15201
4260;12;522;15206
4264;13;540;15183
4281;11;536;15172
4274;11;572;15143
4262;11;574;15153
4277;13;551;15159
4263;10;566;15161
4253;11;575;15161
4245;13;574;15168
4244;8;605;15143
4245;14;600;15141
4218;16;602;15164
4203;11;625;15161
4161;9;652;15178
4165;11;638;15186
4154;11;647;15188
4142;15;648;15195
4165;17;635;15183
4150;14;648;15188
4144;17;627;15212
4137;14;631;15218
4129;14;635;15222
4117;12;648;15223
4112;13;621;15254
4101;12;629;15258
4099;13;616;15272
4107;11;605;15277
4113;12;601;15274
4096;15;599;15290
4093;11;602;15294
4096;10;607;15287
4084;13;611;15292
4093;11;605;15291
4098;12;588;15302
4098;14;616;15272
4096;10;611;15283
4087;8;618;15287
4090;9;604;15297
4093;10;611;15286
4111;12;594;15283
4140;12;591;15257
4133;15;589;15263
4126;15;599;15260
4135;18;586;15261
4120;18;621;15241
4108;17;632;15243
4099;20;640;15241
4099;19;650;15232
4093;19;636;15252
4092;14;661;15233
4076;15;678;15231
4072;19;687;15222
4046;22;691;15241
4008;18;716;15258
4011;18;704;15267
4009;14;688;15289
3975;17;694;15314
3963;22;694;15321
3952;24;686;15338
3953;21;693;15333
3927;23;693;15357
3928;24;693;15355
3902;21;694;15383
3899;18;678;15405
3869;17;681;15433
3863;14;669;15454
3868;16;662;15454
3878;15;655;15452
3886;13;646;15455
3885;15;630;15470
3887;13;631;15469
3890;14;623;15473
3881;10;623;15486
3877;8;619;15496
3875;7;607;15511
3893;8;584;15515
3905;10;572;15513
3896;5;599;15500
3882;11;601;15506
3866;9;605;15520
3871;11;611;15507
3882;14;608;15496
3897;18;602;15483
3903;22;603;15472
3902;21;599;15478
3930;18;599;15453
3949;16;586;15449
3948;16;587;15449
3950;16;607;15427
3943;18;598;15441
3953;15;570;15462
3960;12;560;15468
3983;9;555;15453
4003;9;565;15423
4011;10;576;15403
4023;14;563;15400
4055;9;560;15376
4051;12;566;15371
4064;13;573;15350
4065;15;579;15341
4088;18;578;15316
4081;14;608;15297
4090;12;612;15286
4089;14;605;15292
4088;12;605;15295
4060;13;609;15318
4073;15;612;15300
4073;17;611;15299
4095;16;601;15288
4126;16;578;15280
4119;24;573;15284
4124;23;587;15266
4187;19;567;15227
4191;19;564;15226
4198;17;580;15205
4205;15;575;15205
4203;15;567;15215
4231;17;534;15218
4226;18;533;15223
4239;18;525;15218
4226;13;547;15214
4246;12;559;15183
4269;11;555;15165
4273;9;564;15154
4271;12;565;15152
4278;13;583;15126
4274;14;592;15120
4256;13;597;15134
4259;10;624;15107
4257;11;621;15111
4234;14;637;15115
4243;13;620;15124
4256;10;624;15110
4287;9;604;15100
4286;12;619;15083
4280;12;623;15085
4279;15;634;15072
4299;19;628;15054
4291;19;622;15068
4283;17;630;15070
4295;9;635;15061
4286;14;632;15068
4295;16;623;15066
4298;13;610;15079
4327;14;588;15071
4311;14;579;15096
4345;12;576;15067
4369;10;579;15042
4347;10;597;15046
4340;12;605;15043
4336;16;612;15036
4330;18;635;15017
4333;19;644;15004
4340;18;628;15014
4348;17;626;15009
4328;21;619;15032
4337;22;616;15025
4346;18;612;15024
4330;19;607;15044
4329;19;597;15055
4322;17;595;15066
4342;14;606;15038
4333;14;595;15058
4373;12;593;15022
4374;13;590;15023
4367;15;618;15000
4366;13;635;14986
4395;15;614;14976
4381;17;639;14963
4352;15;655;14978
4350;18;652;14980
4348;20;672;14960
4346;19;689;14946
4332;19;694;14955
4323;20;701;14956
4299;20;709;14972
4295;23;693;14989
4284;25;673;15018
4280;27;671;15022
4264;25;689;15022
4242;24;692;15042
4236;24;697;15043
4234;20;702;15044
4188;20;752;15040
4158;18;757;15067
4148;19;729;15104
4118;21;734;15127
4105;21;718;15156
4104;18;706;15172
4098;24;697;15181
4103;17;686;15194
4075;18;688;15219
4057;15;689;15239
4056;15;683;15246
4041;16;685;15258
4011;15;712;15262
4023;13;682;15282
4000;19;692;15289
3995;18;670;15317
4001;16;670;15313
4010;16;669;15305
4009;16;676;15299
4012;16;668;15304
4022;16;637;15325
4017;17;637;15329
4022;12;637;15329
4015;11;655;15319
4018;11;648;15323
4040;7;637;15316
4054;12;637;15297
4060;11;628;15301
4067;15;615;15303
4077;16;606;15301
4069;13;616;15302
4071;13;614;15302
4082;16;596;15306
4067;20;601;15312
4070;21;593;15316
4077;19;583;15321
4068;19;579;15334
4081;17;570;15332
