Susceptible;Exposed;Infected;Recovered
19980;0;20;0
19963;11;21;5
19949;11;33;7
19919;19;49;13
19876;17;85;22
19794;24;144;38
19679;31;230;60
19504;31;369;96
19223;50;542;185
18805;49;864;282
18171;56;1355;418
17267;59;1994;680
16017;59;2876;1048
14315;52;4048;1585
12245;57;5415;2283
9938;47;6772;3243
7639;46;7963;4352
5671;41;8631;5657
4080;30;8880;7010
2845;29;8730;8396
2041;30;8249;9680
1536;25;7628;10811
1170;25;6929;11876
930;30;6281;12759
775;32;5584;13609
661;26;4997;14316
608;24;4406;14962
584;28;3874;15514
549;25;3442;15984
531;23;3041;16405
562;22;2681;16735
560;27;2366;17047
580;25;2091;17304
595;29;1819;17557
635;25;1578;17762
670;22;1390;17918
685;25;1209;18081
710;23;1069;18198
777;21;945;18257
813;17;860;18310
852;13;784;18351
903;13;687;18397
973;9;603;18415
1035;13;518;18434
1097;12;460;18431
1142;11;413;18434
1209;7;365;18419
1240;8;319;18433
1298;6;289;18407
1340;6;266;18388
1398;4;236;18362
1449;6;209;18336
1498;4;188;18310
1557;2;172;18269
1606;3;157;18234
1663;2;140;18195
1726;2;129;18143
1778;1;108;18113
1832;1;105;18062
1884;0;95;18021
1948;0;85;17967
1997;1;76;17926
2050;0;73;17877
2110;0;63;17827
2162;0;60;17778
2220;0;50;17730
2268;0;48;17684
2323;0;53;17624
2377;0;50;17573
2433;0;48;17519
2493;1;45;17461
2534;1;47;17418
2577;1;42;17380
2625;1;35;17339
2683;1;32;17284
2745;1;34;17220
2795;1;32;17172
2836;1;30;17133
2892;1;27;17080
2939;1;27;17033
2992;1;26;16981
3048;1;24;16927
3086;1;18;16895
3130;1;18;16851
3176;1;17;16806
3213;1;14;16772
3261;0;11;16728
3313;0;8;16679
3351;0;10;16639
3400;0;9;16591
3451;0;8;16541
3500;0;9;16491
3544;0;9;16447
3598;0;8;16394
3651;0;9;16340
3702;0;10;16288
3744;0;8;16248
3782;0;10;16208
3822;0;9;16169
3862;0;11;16127
3904;0;9;16087
3958;0;8;16034
4012;0;7;15981
4059;0;5;15936
4100;0;5;15895
4146;0;4;15850
4178;0;5;15817
4223;0;6;15771
4282;0;7;15711
4331;0;6;15663
4382;0;6;15612
4429;0;8;15563
4477;0;8;15515
4511;0;10;15479
4551;0;13;15436
4599;0;15;15386
4644;0;19;15337
4696;0;18;15286
4730;0;21;15249
4769;0;20;15211
4804;0;19;15177
4843;0;17;15140
4880;0;15;15105
4916;0;16;15068
4968;0;16;15016
5008;1;13;14978
5053;1;12;14934
5093;0;12;14895
5130;0;12;14858
5166;0;12;14822
5204;0;12;14784
5246;0;11;14743
5278;0;13;14709
5314;0;14;14672
5352;0;15;14633
5389;0;15;14596
5419;1;19;14561
5451;1;20;14528
5491;1;15;14493
5523;0;19;14458
5565;0;19;14416
5599;0;22;14379
5627;0;25;14348
5659;0;32;14309
5691;0;27;14282
5723;1;28;14248
5774;0;32;14194
5799;0;34;14167
5836;0;36;14128
5863;1;41;14095
5898;1;44;14057
5926;1;43;14030
5937;1;56;14006
5962;1;64;13973
5983;1;74;13942
5994;1;72;13933
