Susceptible;Exposed;Infected;Recovered
19980;0;20;0
19970;5;22;3
19949;15;33;3
19917;20;52;11
19866;23;93;18
19780;27;154;39
19667;31;237;65
19469;32;386;113
19198;34;577;191
18784;38;876;302
18139;45;1349;467
17185;49;2036;730
15906;60;2916;1118
14179;64;4102;1655
12108;59;5452;2381
9872;54;6763;3311
7560;50;7913;4477
5590;48;8560;5802
4023;40;8738;7199
2870;36;8615;8479
2056;28;8207;9709
1516;34;7596;10854
1166;37;6938;11859
922;32;6217;12829
767;32;5533;13668
675;36;4926;14363
619;32;4335;15014
587;30;3828;15555
556;27;3385;16032
552;28;2984;16436
556;32;2629;16783
585;27;2317;17071
575;30;2012;17383
590;27;1787;17596
619;22;1572;17787
649;18;1371;17962
701;17;1206;18076
747;19;1080;18154
775;23;947;18255
812;19;845;18324
863;16;752;18369
927;13;667;18393
989;18;591;18402
1049;11;508;18432
1095;12;454;18439
1149;10;419;18422
1200;10;368;18422
1252;6;329;18413
1302;5;292;18401
1358;4;270;18368
1419;4;235;18342
1493;3;212;18292
1553;0;187;18260
1607;0;165;18228
1652;1;148;18199
1711;1;133;18155
1777;1;129;18093
1823;1;107;18069
1881;0;104;18015
1941;1;101;17957
1983;2;99;17916
2041;1;86;17872
2100;2;77;17821
2163;1;63;17773
2207;0;57;17736
2265;0;54;17681
2323;0;49;17628
2365;1;49;17585
2416;1;44;17539
2468;0;41;17491
2523;0;37;17440
2567;0;38;17395
2629;0;34;17337
2674;0;38;17288
2742;0;32;17226
2794;0;29;17177
2839;0;27;17134
2886;0;28;17086
2935;0;29;17036
2983;0;29;16988
3034;0;30;16936
3084;0;30;16886
3130;0;26;16844
3176;0;28;16796
3228;0;22;16750
3281;0;20;16699
3332;1;20;16647
3384;1;18;16597
3446;0;20;16534
3498;0;18;16484
3538;0;20;16442
3583;0;17;16400
3636;0;16;16348
3681;0;16;16303
3716;0;14;16270
3757;0;15;16228
3812;0;15;16173
3860;0;12;16128
3900;0;12;16088
