Susceptible;Exposed;Infected;Recovered
19980;0;20;0
19963;11;21;5
19943;13;37;7
19914;16;59;11
19879;16;84;21
19815;15;133;37
19727;24;181;68
19574;23;303;100
19335;29;482;154
18969;36;771;224
18383;43;1214;360
17482;47;1880;591
16266;42;2711;981
14574;40;3941;1445
12457;45;5340;2158
10120;44;6741;3095
7832;40;7880;4248
5726;36;8678;5560
3989;35;9082;6894
2806;33;8899;8262
2058;27;8390;9525
1488;33;7794;10685
1181;30;7043;11746
933;28;6381;12658
774;31;5668;13527
679;33;4980;14308
613;29;4402;14956
561;36;3889;15514
536;39;3412;16013
532;37;2985;16446
542;28;2650;16780
554;25;2323;17098
593;23;2032;17352
607;20;1801;17572
641;15;1586;17758
662;17;1425;17896
694;13;1267;18026
733;13;1112;18142
773;14;972;18241
839;14;864;18283
873;13;777;18337
928;16;674;18382
988;19;604;18389
1053;17;517;18413
1110;16;458;18416
1172;14;408;18406
1214;12;356;18418
1267;10;317;18406
1320;8;279;18393
1376;5;252;18367
1450;2;224;18324
1504;2;202;18292
1546;3;177;18274
1591;2;161;18246
1650;3;129;18218
1695;2;118;18185
1755;3;105;18137
1819;4;95;18082
1873;2;87;18038
1923;1;76;18000
1972;1;61;17966
2036;1;56;17907
2091;1;49;17859
2159;0;43;17798
2220;0;38;17742
2278;0;34;17688
2327;1;36;17636
2377;1;37;17585
2434;1;34;17531
2482;1;34;17483
2538;0;34;17428
2568;0;36;17396
2616;0;38;17346
2665;1;36;17298
2722;1;33;17244
2762;0;32;17206
2807;0;33;17160
2865;0;24;17111
2904;0;25;17071
2939;1;21;17039
2976;1;23;17000
3020;0;25;16955
3057;0;30;16913
3100;0;32;16868
3153;0;29;16818
3203;0;27;16770
3250;0;26;16724
3297;0;22;16681
3343;0;23;16634
3391;0;19;16590
3446;0;13;16541
3511;0;16;16473
3565;0;16;16419
3611;0;15;16374
3650;0;18;16332
3698;0;19;16283
3741;0;18;16241
3787;0;15;16198
3831;0;14;16155
3888;0;13;16099
3937;0;11;16052
3972;0;15;16013
4028;1;12;15959
4080;0;14;15906
4111;0;16;15873
4166;0;16;15818
4212;0;16;15772
4259;0;17;15724
4296;0;17;15687
4335;0;16;15649
4366;0;14;15620
4414;0;15;15571
4469;0;14;15517
4505;0;15;15480
4549;0;16;15435
4593;0;17;15390
4641;0;16;15343
4684;0;15;15301
4729;0;17;15254
4763;0;16;15221
4793;0;18;15189
4833;0;14;15153
4871;0;12;15117
4911;0;9;15080
4955;0;7;15038
4986;0;11;15003
5021;0;14;14965
5062;0;15;14923
5113;0;14;14873
5149;0;13;14838
5179;1;14;14806
5230;0;14;14756
5263;0;17;14720
5289;0;19;14692
5324;0;21;14655
5363;0;24;14613
5394;0;29;14577
5421;0;37;14542
5452;0;41;14507
5474;0;48;14478
5511;0;49;14440
5545;0;51;14404
5582;0;55;14363
5614;0;59;14327
5637;0;56;14307
5671;0;63;14266
5709;1;63;14227
5732;1;66;14201
5760;1;78;14161
5789;2;87;14122
5808;1;93;14098
5826;1;92;14081
5855;1;90;14054
5866;1;99;14034
5877;1;108;14014
5894;1;110;13995
