Susceptible;Exposed;Infected;Recovered
19980;0;20;0
19972;5;19;4
19961;11;23;5
19937;11;44;8
19910;9;62;19
19850;18;98;34
19790;25;129;56
19708;22;192;78
19586;21;283;110
19361;22;468;149
19002;27;741;230
18424;31;1170;375
17658;24;1717;601
16531;27;2524;918
14949;26;3614;1411
12977;31;4970;2022
10754;34;6275;2937
8373;30;7555;4042
6193;24;8479;5304
4446;24;8892;6638
3088;27;8849;8036
2225;21;8371;9383
1585;26;7753;10636
1210;23;7070;11697
966;24;6355;12655
817;24;5662;13497
696;23;5071;14210
626;23;4484;14867
586;26;3939;15449
572;26;3492;15910
572;28;3097;16303
562;27;2727;16684
581;30;2352;17037
595;28;2084;17293
611;28;1838;17523
628;24;1629;17719
666;25;1435;17874
683;24;1266;18027
711;18;1119;18152
744;18;968;18270
777;15;855;18353
819;12;751;18418
870;13;652;18465
939;9;571;18481
1005;8;499;18488
1054;10;441;18495
1116;12;396;18476
1161;8;362;18469
1221;4;328;18447
1279;3;287;18431
1319;1;262;18418
1374;3;219;18404
1432;4;192;18372
1490;4;175;18331
1549;3;155;18293
1598;3;146;18253
1660;3;121;18216
1719;3;110;18168
1784;3;97;18116
1851;2;86;18061
1901;1;74;18024
1946;0;68;17986
1998;1;66;17935
2049;0;63;17888
2108;0;58;17834
2169;1;57;17773
2222;1;50;17727
2270;1;51;17678
2319;3;42;17636
2368;3;34;17595
2426;2;34;17538
2486;1;34;17479
2527;2;29;17442
2575;2;30;17393
2617;1;32;17350
2669;1;27;17303
2714;1;27;17258
2769;0;28;17203
2815;0;23;17162
2870;0;21;17109
2920;0;23;17057
2985;0;20;16995
3026;0;22;16952
3070;0;21;16909
3104;1;25;16870
3151;1;24;16824
3189;1;24;16786
3230;1;21;16748
3278;1;23;16698
3322;1;22;16655
3370;1;20;16609
3418;1;20;16561
3466;1;19;16514
3524;0;19;16457
3566;0;19;16415
3626;0;16;16358
3672;0;13;16315
3705;0;11;16284
3744;0;11;16245
3794;0;13;16193
3840;0;11;16149
3887;0;11;16102
3921;0;11;16068
3966;0;12;16022
4009;0;11;15980
4054;0;10;15936
4091;0;10;15899
4135;0;11;15854
4176;0;11;15813
4229;1;10;15760
4281;1;8;15710
4326;2;9;15663
4376;1;11;15612
4407;1;15;15577
4453;1;14;15532
4490;0;17;15493
4522;0;13;15465
4557;0;15;15428
4599;1;17;15383
4637;1;18;15344
4674;0;26;15300
4709;0;30;15261
4744;0;32;15224
4774;0;29;15197
4810;0;28;15162
4848;0;26;15126
4872;0;25;15103
4910;0;32;15058
4952;0;33;15015
4982;0;37;14981
5020;0;36;14944
5062;0;35;14903
5091;0;38;14871
5131;1;39;14829
5167;1;41;14791
5210;0;39;14751
5251;0;37;14712
5288;0;41;14671
5325;0;39;14636
5373;0;35;14592
5409;0;37;14554
5450;1;41;14508
5483;1;42;14474
5523;1;49;14427
5552;1;50;14397
5588;0;56;14356
5629;0;50;14321
5655;0;60;14285
5698;1;63;14238
5734;2;60;14204
5765;1;69;14165
5785;1;68;14146
5801;2;73;14124
5823;2;77;14098
5856;2;68;14074
5884;2;72;14042
5904;2;78;14016
5925;1;81;13993
5937;1;87;13975
5957;2;97;13944
5977;2;101;13920
6000;1;101;13898
6024;1;110;13865
6042;0;120;13838
6064;0;133;13803
6072;0;143;13785
6077;0;160;13763
6080;1;177;13742
6084;2;179;13735
6092;1;191;13716
6091;0;207;13702
6081;0;217;13702
6051;0;245;13704
6037;0;252;13711
6019;1;263;13717
5995;1;280;13724
5980;1;289;13730
5956;1;303;13740
5931;2;319;13748
5902;3;345;13750
5858;2;365;13775
5830;3;375;13792
5774;2;417;13807
5718;1;449;13832
5678;1;462;13859
5610;2;484;13904
5575;1;509;13915
5541;0;526;13933
5469;1;543;13987
5398;3;558;14041
5320;4;563;14113
5256;4;600;14140
5211;3;589;14197
5150;4;610;14236
5085;2;633;14280
5036;3;641;14320
4966;3;692;14339
4859;5;731;14405
4790;4;740;14466
4713;6;747;14534
4647;7;735;14611
4533;8;773;14686
4440;7;812;14741
4380;7;811;14802
4309;7;815;14869
4234;12;800;14954
4153;12;812;15023
4082;9;813;15096
4035;9;797;15159
3967;12;789;15232
3908;9;792;15291
3878;12;771;15339
3846;11;763;15380
3788;10;762;15440
3748;10;754;15488
3714;14;738;15534
3679;13;712;15596
3658;11;699;15632
3647;13;673;15667
3610;14;675;15701
3584;15;649;15752
3559;15;640;15786
3555;12;637;15796
3542;8;628;15822
3534;10;603;15853
3523;9;595;15873
3519;5;590;15886
3522;8;584;15886
3510;6;564;15920
3502;8;553;15937
3530;6;523;15941
3529;7;504;15960
3555;8;472;15965
3565;8;469;15958
3574;9;455;15962
3586;9;453;15952
3593;8;461;15938
3590;8;475;15927
3623;10;463;15904
3663;10;447;15880
3679;8;448;15865
3704;10;435;15851
3727;9;422;15842
3739;9;421;15831
3768;12;404;15816
3802;10;404;15784
3835;12;403;15750
3861;12;393;15734
3872;14;385;15729
3878;12;403;15707
3907;11;401;15681
3944;9;388;15659
3986;11;371;15632
4023;12;373;15592
4057;15;351;15577
4078;9;349;15564
4101;10;366;15523
4125;8;356;15511
4161;6;360;15473
4192;6;350;15452
4214;6;367;15413
4235;5;361;15399
4266;7;361;15366
4302;3;359;15336
4329;3;379;15289
4341;7;370;15282
4378;6;357;15259
4391;4;362;15243
4419;3;360;15218
4452;3;360;15185
4476;4;354;15166
4517;4;350;15129
4534;3;357;15106
4555;4;353;15088
4571;4;343;15082
4599;3;353;15045
