Susceptible;Exposed;Infected;Recovered
19980;0;20;0
26;10162;9806;6
8;7245;10266;2481
16;5185;10583;4216
26;3725;10400;5849
24;2647;9910;7419
36;1900;9210;8854
37;1335;8466;10162
54;940;7691;11315
55;682;6899;12364
70;489;6150;13291
51;359;5466;14124
98;264;4825;14813
66;201;4257;15476
82;137;3749;16032
79;119;3281;16521
98;108;2879;16915
80;104;2601;17215
108;85;2323;17484
54;107;2030;17809
108;87;1808;17997
79;96;1636;18189
90;90;1428;18392
69;86;1273;18572
165;75;1115;18645
94;122;1063;18721
92;111;996;18801
86;109;911;18894
131;129;815;18925
62;154;786;18998
152;116;746;18986
76;152;697;19075
123;119;670;19088
105;116;659;19120
141;130;622;19107
89;139;608;19164
207;151;562;19080
98;205;615;19082
88;174;629;19109
78;151;589;19182
172;135;555;19138
78;178;583;19161
168;145;564;19123
65;178;581;19176
119;142;557;19182
154;151;539;19156
124;165;561;19150
58;158;552;19232
248;138;518;19096
105;210;597;19088
147;177;610;19066
122;174;610;19094
149;179;604;19068
72;191;618;19119
183;158;594;19065
105;204;607;19084
196;168;628;19008
112;196;670;19022
102;183;655;19060
63;171;633;19133
276;143;590;18991
100;214;678;19008
111;172;672;19045
138;164;639;19059
186;185;617;19012
119;217;656;19008
202;206;672;18920
87;227;711;18975
183;177;696;18944
110;214;690;18986
226;205;671;18898
73;273;684;18970
317;224;670;18789
95;308;770;18827
128;250;762;18860
156;227;764;18853
154;239;754;18853
112;228;774;18886
176;185;768;18871
79;200;778;18943
240;174;719;18867
151;232;761;18856
121;215;781;18883
56;191;758;18995
289;157;692;18862
146;257;748;18849
111;231;762;18896
89;204;729;18978
178;179;688;18955
89;194;726;18991
313;150;724;18813
139;266;767;18828
181;239;778;18802
110;243;806;18841
114;227;778;18881
97;190;779;18934
334;170;748;18748
107;276;833;18784
170;227;828;18775
159;210;847;18784
258;220;826;18696
82;269;866;18783
241;209;835;18715
76;260;865;18799
176;210;815;18799
235;226;820;18719
139;276;862;18723
65;234;869;18832
318;186;824;18672
96;318;861;18725
192;251;886;18671
138;256;887;18719
248;240;873;18639
82;278;901;18739
192;203;876;18729
122;234;859;18785
143;206;828;18823
159;203;826;18812
122;196;825;18857
114;195;789;18902
444;190;750;18616
143;337;892;18628
126;272;931;18671
104;213;935;18748
141;191;870;18798
114;197;830;18859
329;185;794;18692
96;310;848;18746
208;238;860;18694
103;272;849;18776
225;239;825;18711
66;269;831;18834
309;210;788;18693
148;306;850;18696
111;255;899;18735
217;233;850;18700
271;288;830;18611
86;325;905;18684
194;257;883;18666
67;276;882;18775
333;217;838;18612
139;337;883;18641
106;270;904;18720
94;239;833;18834
446;198;801;18555
145;365;935;18555
110;301;963;18626
151;223;983;18643
171;222;931;18676
62;226;913;18799
306;162;870;18662
88;246;912;18754
192;200;859;18749
200;228;864;18708
226;247;891;18636
139;282;911;18668
305;263;889;18543
87;316;977;18620
106;230;956;18708
94;195;901;18810
294;184;820;18702
140;274;891;18695
267;242;916;18575
92;298;935;18675
156;240;907;18697
215;227;899;18659
138;258;886;18718
50;237;859;18854
429;192;796;18583
121;359;899;18621
273;292;917;18518
178;329;975;18518
146;298;986;18570
72;266;962;18700
177;202;927;18694
179;224;908;18689
261;255;872;18612
147;299;921;18633
110;260;922;18708
35;206;891;18868
476;157;808;18559
103;363;925;18609
232;279;932;18557
133;289;971;18607
201;251;940;18608
127;280;942;18651
192;244;938;18626
120;259;938;18683
165;232;924;18679
217;224;911;18648
223;272;918;18587
81;293;949;18677
397;213;923;18467
115;348;998;18539
122;270;1001;18607
198;220;996;18586
249;253;967;18531
78;287;995;18640
327;231;955;18487
95;330;982;18593
325;250;949;18476
145;329;1006;18520
103;306;1002;18589
97;250;969;18684
345;219;896;18540
149;336;945;18570
117;284;959;18640
155;241;935;18669
251;252;907;18590
125;301;944;18630
478;259;942;18321
119;416;1103;18362
155;301;1129;18415
112;267;1110;18511
107;241;1059;18593
85;206;1007;18702
455;184;924;18437
151;377;1009;18463
128;324;1020;18528
95;255;1000;18650
280;220;935;18565
160;302;955;18583
241;262;962;18535
51;286;984;18679
302;203;908;18587
282;299;933;18486
145;341;998;18516
65;285;1008;18642
293;215;945;18547
87;290;1006;18617
221;222;969;18588
228;261;952;18559
213;299;969;18519
78;301;980;18641
306;217;946;18531
147;289;996;18568
155;250;990;18605
100;233;963;18704
252;196;911;18641
74;267;911;18748
557;206;871;18366
118;441;1032;18409
180;321;1072;18427
162;263;1129;18446
145;260;1076;18519
165;241;1032;18562
204;244;995;18557
122;247;1008;18623
197;229;958;18616
103;242;952;18703
196;204;927;18673
66;242;883;18809
487;186;845;18482
163;402;943;18492
149;346;986;18519
232;296;981;18491
244;329;986;18441
76;333;1040;18551
171;261;984;18584
122;241;978;18659
330;222;936;18512
181;330;979;18510
97;301;1006;18596
65;243;984;18708
428;180;930;18462
171;352;1011;18466
221;294;1038;18447
117;312;1033;18538
129;251;1014;18606
56;252;939;18753
444;191;882;18483
101;371;966;18562
301;272;974;18453
246;347;1024;18383
111;345;1080;18464
151;283;1046;18520
314;258;1018;18410
105;312;1086;18497
106;254;1043;18597
141;214;995;18650
452;233;940;18375
108;408;1019;18465
208;303;1048;18441
52;296;1058;18594
122;209;997;18672
219;203;949;18629
193;241;952;18614
141;248;961;18650
503;212;968;18317
167;415;1071;18347
223;337;1107;18333
128;304;1137;18431
134;250;1102;18514
54;226;1056;18664
290;167;972;18571
129;253;985;18633
216;225;957;18602
234;237;985;18544
121;286;966;18627
110;228;957;18705
507;216;912;18365
156;411;1057;18376
127;343;1067;18463
94;284;1042;18580
224;219;994;18563
119;264;975;18642
355;222;958;18465
80;353;1012;18555
313;271;984;18432
158;351;1028;18463
208;288;1060;18444
61;309;1045;18585
387;218;1013;18382
125;345;1061;18469
89;288;1043;18580
332;224;1008;18436
161;334;1040;18465
80;284;1057;18579
191;219;1031;18559
92;245;992;18671
364;198;965;18473
132;341;996;18531
215;276;987;18522
136;300;982;18582
396;268;957;18379
202;408;1021;18369
113;380;1045;18462
98;297;1050;18555
186;260;995;18559
118;248;1010;18624
408;229;939;18424
105;369;1054;18472
152;271;1037;18540
172;242;1024;18562
89;249;997;18665
101;207;927;18765
526;189;853;18432
133;420;981;18466
163;312;1031;18494
109;271;1028;18592
339;224;1012;18425
132;333;1051;18484
333;266;1049;18352
156;352;1085;18407
174;283;1104;18439
230;272;1104;18394
108;293;1088;18511
54;242;1053;18651
252;184;973;18591
76;274;957;18693
333;200;932;18535
247;322;961;18470
314;343;1005;18338
105;406;1038;18451
204;304;1043;18449
104;283;1059;18554
132;242;1008;18618
227;210;984;18579
80;268;961;18691
56;204;925;18815
650;152;851;18347
187;471;1026;18316
114;370;1114;18402
171;275;1119;18435
321;270;1074;18335
150;360;1099;18391
173;287;1101;18439
55;281;1058;18606
235;196;1008;18561
165;262;993;18580
230;259;967;18544
109;293;981;18617
268;245;959;18528
68;318;983;18631
212;240;958;18590
240;277;940;18543
209;283;991;18517
137;276;1002;18585
455;233;998;18314
98;406;1094;18402
290;315;1078;18317
134;351;1121;18394
94;275;1131;18500
53;218;1069;18660
402;170;950;18478
263;359;990;18388
131;369;1044;18456
149;276;1092;18483
144;245;1083;18528
43;237;1046;18674
388;176;971;18465
176;330;1018;18476
312;299;1027;18362
130;349;1093;18428
88;276;1066;18570
88;219;1008;18685
458;178;957;18407
118;389;1015;18478
115;302;1055;18528
210;243;1029;18518
396;279;999;18326
